Row Labels,Monetory,Frequency,Max of InvoiceDate,Current Date,Recency,Monetory Score,Frequency Score,Recency Score,RFM ,RFM Score,Segment Name,,,,
12689,1247.61,72,14-11-2011,09-12-2011,25,6,6,7,19,6,Loyal customer,,,,
12690,389.01,16,18-05-2011,09-12-2011,205,3,2,2,7,1,At Risk/ Need Attention,,,,
12691,1035.8,32,11-11-2011,09-12-2011,28,6,4,7,17,5,Loyal customer,,,,
12693,830.96,41,11-08-2011,09-12-2011,120,5,4,3,12,3,At Risk/ Need Attention,,,,
12694,869.67,37,30-09-2011,09-12-2011,70,5,4,5,14,4,At Risk/ Need Attention,,,,
12695,582.1,27,02-12-2011,09-12-2011,7,4,3,9,16,5,Loyal customer,,,,
12697,939.02,43,18-11-2011,09-12-2011,21,6,5,8,19,6,Loyal customer,,,,
12700,4867.99,270,02-12-2011,09-12-2011,7,9,9,9,27,9,Top Customer,,,,
12701,797.71,53,21-09-2011,09-12-2011,79,5,5,4,14,4,At Risk/ Need Attention,,,,
12702,219,12,20-11-2011,09-12-2011,19,1,1,8,10,3,At Risk/ Need Attention,,,,
12703,274.7,22,06-10-2011,09-12-2011,64,2,3,5,10,3,At Risk/ Need Attention,,,,
12704,2220.84,90,02-12-2011,09-12-2011,7,8,7,9,24,8,Top Customer,,,,
12705,6814.24,348,24-11-2011,09-12-2011,15,9,9,8,26,9,Top Customer,,,,
12707,603.42,33,21-02-2011,09-12-2011,291,4,4,1,9,2,At Risk/ Need Attention,,,,
12708,2616.32,174,10-11-2011,09-12-2011,29,8,8,7,23,8,Top Customer,,,,
12709,9294.1,257,06-12-2011,09-12-2011,3,9,9,10,28,9,Top Customer,,,,
12710,1130.57,79,04-09-2011,09-12-2011,96,6,6,4,16,5,Loyal customer,,,,
12712,4241.63,142,17-11-2011,09-12-2011,22,9,8,7,24,8,Top Customer,,,,
12713,848.55,38,09-12-2011,09-12-2011,0,5,4,10,19,6,Loyal customer,,,,
12714,4708.86,259,30-11-2011,09-12-2011,9,9,9,9,27,9,Top Customer,,,,
12715,353.86,21,25-08-2011,09-12-2011,106,3,2,4,9,2,At Risk/ Need Attention,,,,
12716,1053.49,69,06-12-2011,09-12-2011,3,6,6,10,22,7,Loyal customer,,,,
12717,980.98,56,11-07-2011,09-12-2011,151,6,5,3,14,4,At Risk/ Need Attention,,,,
12718,238.25,19,29-09-2011,09-12-2011,71,2,2,5,9,2,At Risk/ Need Attention,,,,
12719,608.1,42,04-12-2011,09-12-2011,5,4,4,9,17,5,Loyal customer,,,,
12720,5713.28,359,07-12-2011,09-12-2011,2,9,9,10,28,9,Top Customer,,,,
12721,2628.98,164,08-11-2011,09-12-2011,31,8,8,7,23,8,Top Customer,,,,
12722,904.33,57,15-09-2011,09-12-2011,85,5,5,4,14,4,At Risk/ Need Attention,,,,
12723,725.07,69,06-12-2011,09-12-2011,3,5,6,10,21,7,Loyal customer,,,,
12724,1031.41,53,04-12-2011,09-12-2011,5,6,5,9,20,7,Loyal customer,,,,
12725,427.8,24,03-12-2010,09-12-2011,371,3,3,1,7,1,At Risk/ Need Attention,,,,
12726,2609.1,124,11-11-2011,09-12-2011,28,8,7,7,22,7,Loyal customer,,,,
12727,3947.7,141,29-11-2011,09-12-2011,10,9,8,9,26,9,Top Customer,,,,
12728,836.33,46,29-09-2011,09-12-2011,71,5,5,5,15,5,Loyal customer,,,,
12729,453.01,26,18-08-2011,09-12-2011,113,3,3,3,9,2,At Risk/ Need Attention,,,,
12731,18793.41,277,16-11-2011,09-12-2011,23,9,9,7,25,8,Top Customer,,,,
12732,236.26,12,13-06-2011,09-12-2011,179,2,1,2,5,0,immediate Attention,,,,
12733,383.95,22,19-04-2011,09-12-2011,234,3,3,2,8,2,At Risk/ Need Attention,,,,
12734,110.4,4,22-12-2010,09-12-2011,352,0,0,1,1,0,immediate Attention,,,,
12735,779.57,43,28-01-2011,09-12-2011,315,5,5,1,11,3,At Risk/ Need Attention,,,,
12736,234,4,11-01-2011,09-12-2011,332,1,0,1,2,0,immediate Attention,,,,
12738,155.35,11,02-12-2010,09-12-2011,372,1,1,1,3,0,immediate Attention,,,,
12739,1013.04,38,22-09-2011,09-12-2011,78,6,4,4,14,4,At Risk/ Need Attention,,,,
12740,427.6,27,07-10-2011,09-12-2011,63,3,3,5,11,3,At Risk/ Need Attention,,,,
12743,546.43,134,28-07-2011,09-12-2011,134,4,8,3,15,5,Loyal customer,,,,
12744,9120.39,229,19-10-2011,09-12-2011,51,9,9,5,23,8,Top Customer,,,,
12747,4196.01,103,07-12-2011,09-12-2011,2,9,7,10,26,9,Top Customer,,,,
12748,29072.1,4642,09-12-2011,09-12-2011,0,9,9,10,28,9,Top Customer,,,,
12749,3868.2,231,06-12-2011,09-12-2011,3,9,9,10,28,9,Top Customer,,,,
12750,275.88,15,03-08-2011,09-12-2011,128,2,2,3,7,1,At Risk/ Need Attention,,,,
12752,4366.78,53,19-09-2011,09-12-2011,81,9,5,4,18,6,Loyal customer,,,,
12753,21024.01,230,06-12-2011,09-12-2011,3,9,9,10,28,9,Top Customer,,,,
12754,2949.12,65,18-04-2011,09-12-2011,235,8,6,2,16,5,Loyal customer,,,,
12755,2203.2,6,04-04-2011,09-12-2011,249,8,0,2,10,3,At Risk/ Need Attention,,,,
12756,112.08,4,14-09-2011,09-12-2011,86,0,0,4,4,0,immediate Attention,,,,
12757,4227.7,377,24-11-2011,09-12-2011,15,9,9,8,26,9,Top Customer,,,,
12758,2791.59,97,15-08-2011,09-12-2011,116,8,7,3,18,6,Loyal customer,,,,
12759,1531.44,95,18-10-2011,09-12-2011,52,7,7,5,19,6,Loyal customer,,,,
12762,1898.52,69,02-12-2011,09-12-2011,7,7,6,9,22,7,Loyal customer,,,,
12763,494.08,18,24-07-2011,09-12-2011,138,4,2,3,9,2,At Risk/ Need Attention,,,,
12764,1693.88,45,27-01-2011,09-12-2011,316,7,5,1,13,4,At Risk/ Need Attention,,,,
12766,6989.63,310,06-12-2011,09-12-2011,3,9,9,10,28,9,Top Customer,,,,
12769,1143.6,32,15-04-2011,09-12-2011,238,6,4,2,12,3,At Risk/ Need Attention,,,,
12770,1351.45,12,13-05-2011,09-12-2011,210,7,1,2,10,3,At Risk/ Need Attention,,,,
12772,892.47,55,11-10-2011,09-12-2011,59,5,5,5,15,5,Loyal customer,,,,
12775,1351.24,67,22-11-2011,09-12-2011,17,7,6,8,21,7,Loyal customer,,,,
12778,804.23,51,20-11-2011,09-12-2011,19,5,5,8,18,6,Loyal customer,,,,
12779,3868.7,159,18-11-2011,09-12-2011,21,9,8,8,25,8,Top Customer,,,,
12781,707.72,30,18-11-2011,09-12-2011,21,5,4,8,17,5,Loyal customer,,,,
12782,2273.32,107,05-12-2011,09-12-2011,4,8,7,10,25,8,Top Customer,,,,
12783,1603.87,86,07-12-2011,09-12-2011,2,7,7,10,24,8,Top Customer,,,,
12784,574.42,59,30-11-2011,09-12-2011,9,4,6,9,19,6,Loyal customer,,,,
12785,305.71,15,07-12-2011,09-12-2011,2,2,2,10,14,4,At Risk/ Need Attention,,,,
12787,463.66,20,30-11-2011,09-12-2011,9,3,2,9,14,4,At Risk/ Need Attention,,,,
12789,91.85,4,05-10-2011,09-12-2011,65,0,0,5,5,0,immediate Attention,,,,
12790,324.92,21,31-05-2011,09-12-2011,192,2,2,2,6,1,At Risk/ Need Attention,,,,
12791,192.6,2,01-12-2010,09-12-2011,373,1,0,1,2,0,immediate Attention,,,,
12792,400.54,25,28-03-2011,09-12-2011,256,3,3,2,8,2,At Risk/ Need Attention,,,,
12793,545.48,24,09-01-2011,09-12-2011,334,4,3,1,8,2,At Risk/ Need Attention,,,,
12794,860.41,45,17-10-2011,09-12-2011,53,5,5,5,15,5,Loyal customer,,,,
12795,430.48,14,21-11-2011,09-12-2011,18,3,1,8,12,3,At Risk/ Need Attention,,,,
12797,194.18,17,14-12-2010,09-12-2011,360,1,2,1,4,0,immediate Attention,,,,
12798,6977.04,8,29-11-2011,09-12-2011,10,9,1,9,19,6,Loyal customer,,,,
12802,412.58,26,09-06-2011,09-12-2011,183,3,3,2,8,2,At Risk/ Need Attention,,,,
12808,483.65,28,03-11-2011,09-12-2011,36,4,3,6,13,4,At Risk/ Need Attention,,,,
12809,484.36,26,24-06-2011,09-12-2011,168,4,3,3,10,3,At Risk/ Need Attention,,,,
12811,514.85,31,24-03-2011,09-12-2011,260,4,4,2,10,3,At Risk/ Need Attention,,,,
12812,229.64,15,26-10-2011,09-12-2011,44,1,2,6,9,2,At Risk/ Need Attention,,,,
12814,125.92,2,30-08-2011,09-12-2011,101,0,0,4,4,0,immediate Attention,,,,
12815,1063.46,47,15-07-2011,09-12-2011,147,6,5,3,14,4,At Risk/ Need Attention,,,,
12816,572.2,29,05-09-2011,09-12-2011,95,4,3,4,11,3,At Risk/ Need Attention,,,,
12817,166.04,4,03-03-2011,09-12-2011,281,1,0,1,2,0,immediate Attention,,,,
12818,1517.88,16,14-06-2011,09-12-2011,178,7,2,3,12,3,At Risk/ Need Attention,,,,
12820,942.34,59,06-12-2011,09-12-2011,3,6,6,10,22,7,Loyal customer,,,,
12821,92.72,6,09-05-2011,09-12-2011,214,0,0,2,2,0,immediate Attention,,,,
12822,918.98,47,30-09-2011,09-12-2011,70,6,5,5,16,5,Loyal customer,,,,
12823,1759.5,5,26-09-2011,09-12-2011,74,7,0,4,11,3,At Risk/ Need Attention,,,,
12824,397.12,25,11-10-2011,09-12-2011,59,3,3,5,11,3,At Risk/ Need Attention,,,,
12826,1468.12,94,07-12-2011,09-12-2011,2,7,7,10,24,8,Top Customer,,,,
12827,430.15,25,04-12-2011,09-12-2011,5,3,3,9,15,5,Loyal customer,,,,
12828,1018.71,56,07-12-2011,09-12-2011,2,6,5,10,21,7,Loyal customer,,,,
12829,253.05,12,21-01-2011,09-12-2011,322,2,1,1,4,0,immediate Attention,,,,
12830,6748.4,39,02-11-2011,09-12-2011,37,9,4,6,19,6,Loyal customer,,,,
12831,215.05,9,22-03-2011,09-12-2011,262,1,1,2,4,0,immediate Attention,,,,
12832,383.03,27,07-11-2011,09-12-2011,32,3,3,6,12,3,At Risk/ Need Attention,,,,
12833,417.38,24,17-07-2011,09-12-2011,145,3,3,3,9,2,At Risk/ Need Attention,,,,
12834,312.38,18,02-03-2011,09-12-2011,282,2,2,1,5,0,immediate Attention,,,,
12836,2612.86,175,11-10-2011,09-12-2011,59,8,8,5,21,7,Loyal customer,,,,
12837,134.1,12,19-06-2011,09-12-2011,173,0,1,3,4,0,immediate Attention,,,,
12838,683.13,123,06-11-2011,09-12-2011,33,5,7,6,18,6,Loyal customer,,,,
12839,5583.62,316,07-12-2011,09-12-2011,2,9,9,10,28,9,Top Customer,,,,
12840,2714.27,116,19-07-2011,09-12-2011,143,8,7,3,18,6,Loyal customer,,,,
12841,3876.4,439,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
12842,1118.99,34,30-09-2011,09-12-2011,70,6,4,5,15,5,Loyal customer,,,,
12843,1680.76,108,05-10-2011,09-12-2011,65,7,7,5,19,6,Loyal customer,,,,
12844,325.96,52,10-11-2011,09-12-2011,29,2,5,7,14,4,At Risk/ Need Attention,,,,
12845,354.09,27,17-03-2011,09-12-2011,267,3,3,1,7,1,At Risk/ Need Attention,,,,
12847,871.54,91,17-11-2011,09-12-2011,22,5,7,7,19,6,Loyal customer,,,,
12849,1050.89,51,08-11-2011,09-12-2011,31,6,5,7,18,6,Loyal customer,,,,
12851,135.18,50,04-09-2011,09-12-2011,96,0,5,4,9,2,At Risk/ Need Attention,,,,
12852,299.75,20,22-02-2011,09-12-2011,290,2,2,1,5,0,immediate Attention,,,,
12853,1881.7,84,24-08-2011,09-12-2011,107,7,6,4,17,5,Loyal customer,,,,
12854,1289.15,115,22-09-2011,09-12-2011,78,6,7,4,17,5,Loyal customer,,,,
12855,38.1,3,02-12-2010,09-12-2011,372,0,0,1,1,0,immediate Attention,,,,
12856,2162.68,317,02-12-2011,09-12-2011,7,8,9,9,26,9,Top Customer,,,,
12857,1106.4,46,13-05-2011,09-12-2011,210,6,5,2,13,4,At Risk/ Need Attention,,,,
12863,504.2,6,18-10-2011,09-12-2011,52,4,0,5,9,2,At Risk/ Need Attention,,,,
12864,147.12,3,24-07-2011,09-12-2011,138,1,0,3,4,0,immediate Attention,,,,
12865,1548.07,96,13-11-2011,09-12-2011,26,7,7,7,21,7,Loyal customer,,,,
12866,559.12,26,01-03-2011,09-12-2011,283,4,3,1,8,2,At Risk/ Need Attention,,,,
12867,3986.22,551,13-11-2011,09-12-2011,26,9,9,7,25,8,Top Customer,,,,
12868,1607.06,107,07-06-2011,09-12-2011,185,7,7,2,16,5,Loyal customer,,,,
12870,-14.9,2,08-12-2010,09-12-2011,366,0,0,1,1,0,immediate Attention,,,,
12871,380.64,11,16-09-2011,09-12-2011,84,3,1,4,8,2,At Risk/ Need Attention,,,,
12872,599.97,66,17-01-2011,09-12-2011,326,4,6,1,11,3,At Risk/ Need Attention,,,,
12873,374,4,02-03-2011,09-12-2011,282,3,0,1,4,0,immediate Attention,,,,
12875,343.23,2,19-07-2011,09-12-2011,143,3,0,3,6,1,At Risk/ Need Attention,,,,
12876,2218.02,85,13-10-2011,09-12-2011,57,8,6,5,19,6,Loyal customer,,,,
12877,1535.77,154,06-12-2011,09-12-2011,3,7,8,10,25,8,Top Customer,,,,
12878,841.64,49,21-11-2011,09-12-2011,18,5,5,8,18,6,Loyal customer,,,,
12879,552.57,12,26-10-2011,09-12-2011,44,4,1,6,11,3,At Risk/ Need Attention,,,,
12881,298,7,09-03-2011,09-12-2011,275,2,0,1,3,0,immediate Attention,,,,
12882,1463.04,13,30-11-2011,09-12-2011,9,7,1,9,17,5,Loyal customer,,,,
12883,703.47,42,15-11-2011,09-12-2011,24,5,4,7,16,5,Loyal customer,,,,
12884,309.05,7,12-09-2011,09-12-2011,88,2,0,4,6,1,At Risk/ Need Attention,,,,
12885,1158.27,72,07-10-2011,09-12-2011,63,6,6,5,17,5,Loyal customer,,,,
12886,1351.09,86,03-10-2011,09-12-2011,67,7,7,5,19,6,Loyal customer,,,,
12888,313.77,7,09-05-2011,09-12-2011,214,2,0,2,4,0,immediate Attention,,,,
12890,380.47,82,15-11-2011,09-12-2011,24,3,6,7,16,5,Loyal customer,,,,
12891,331,3,07-06-2011,09-12-2011,185,2,0,2,4,0,immediate Attention,,,,
12893,188.14,34,09-11-2011,09-12-2011,30,1,4,7,12,3,At Risk/ Need Attention,,,,
12895,347.3,24,28-10-2011,09-12-2011,42,3,3,6,12,3,At Risk/ Need Attention,,,,
12897,216.5,4,19-05-2011,09-12-2011,204,1,0,2,3,0,immediate Attention,,,,
12901,16293.1,125,01-12-2011,09-12-2011,8,9,8,9,26,9,Top Customer,,,,
12902,138.68,10,20-03-2011,09-12-2011,264,0,1,1,2,0,immediate Attention,,,,
12904,509.58,72,21-11-2011,09-12-2011,18,4,6,8,18,6,Loyal customer,,,,
12906,2919.81,63,28-11-2011,09-12-2011,11,8,6,9,23,8,Top Customer,,,,
12908,246,4,12-10-2011,09-12-2011,58,2,0,5,7,1,At Risk/ Need Attention,,,,
12909,2128.83,96,31-10-2011,09-12-2011,39,8,7,6,21,7,Loyal customer,,,,
12910,3075.04,75,16-11-2011,09-12-2011,23,8,6,7,21,7,Loyal customer,,,,
12912,1662.3,24,07-12-2011,09-12-2011,2,7,3,10,20,7,Loyal customer,,,,
12913,2483.63,50,05-12-2011,09-12-2011,4,8,5,10,23,8,Top Customer,,,,
12915,363.65,22,14-07-2011,09-12-2011,148,3,3,3,9,2,At Risk/ Need Attention,,,,
12916,2982.35,109,24-07-2011,09-12-2011,138,8,7,3,18,6,Loyal customer,,,,
12917,594,2,03-08-2011,09-12-2011,128,4,0,3,7,1,At Risk/ Need Attention,,,,
12919,1301.44,52,01-12-2011,09-12-2011,8,6,5,9,20,7,Loyal customer,,,,
12920,164.23,28,22-11-2011,09-12-2011,17,1,3,8,12,3,At Risk/ Need Attention,,,,
12921,16389.74,741,06-12-2011,09-12-2011,3,9,9,10,28,9,Top Customer,,,,
12922,405.38,28,01-07-2011,09-12-2011,161,3,3,3,9,2,At Risk/ Need Attention,,,,
12923,176.97,29,06-10-2011,09-12-2011,64,1,3,5,9,2,At Risk/ Need Attention,,,,
12924,929.95,31,12-09-2011,09-12-2011,88,6,4,4,14,4,At Risk/ Need Attention,,,,
12925,694.05,45,05-12-2011,09-12-2011,4,5,5,10,20,7,Loyal customer,,,,
12928,2062.7,84,04-11-2011,09-12-2011,35,8,6,6,20,7,Loyal customer,,,,
12929,105.1,9,09-08-2011,09-12-2011,122,0,1,3,4,0,immediate Attention,,,,
12930,409.9,27,22-09-2011,09-12-2011,78,3,3,4,10,3,At Risk/ Need Attention,,,,
12931,33462.81,102,18-11-2011,09-12-2011,21,9,7,8,24,8,Top Customer,,,,
12933,606.28,107,15-11-2011,09-12-2011,24,4,7,7,18,6,Loyal customer,,,,
12935,2156.45,130,07-12-2011,09-12-2011,2,8,8,10,26,9,Top Customer,,,,
12936,1012.9,63,22-11-2011,09-12-2011,17,6,6,8,20,7,Loyal customer,,,,
12937,1504.27,120,24-11-2011,09-12-2011,15,7,7,8,22,7,Loyal customer,,,,
12938,114.14,9,14-11-2011,09-12-2011,25,0,1,7,8,2,At Risk/ Need Attention,,,,
12939,11581.8,47,06-10-2011,09-12-2011,64,9,5,5,19,6,Loyal customer,,,,
12940,876.29,103,24-10-2011,09-12-2011,46,5,7,6,18,6,Loyal customer,,,,
12942,683.9,75,31-07-2011,09-12-2011,131,5,6,3,14,4,At Risk/ Need Attention,,,,
12943,-3.75,1,11-02-2011,09-12-2011,301,0,0,1,1,0,immediate Attention,,,,
12944,604.51,30,04-11-2011,09-12-2011,35,4,4,6,14,4,At Risk/ Need Attention,,,,
12945,462.95,23,24-02-2011,09-12-2011,288,3,3,1,7,1,At Risk/ Need Attention,,,,
12947,1407.29,103,19-07-2011,09-12-2011,143,7,7,3,17,5,Loyal customer,,,,
12948,2053.7,118,23-11-2011,09-12-2011,16,8,7,8,23,8,Top Customer,,,,
12949,4143.02,219,09-11-2011,09-12-2011,30,9,9,7,25,8,Top Customer,,,,
12950,1843,23,07-12-2011,09-12-2011,2,7,3,10,20,7,Loyal customer,,,,
12951,1042.07,65,01-12-2011,09-12-2011,8,6,6,9,21,7,Loyal customer,,,,
12952,1382.84,80,04-12-2011,09-12-2011,5,7,6,9,22,7,Loyal customer,,,,
12953,329.85,17,30-11-2011,09-12-2011,9,2,2,9,13,4,At Risk/ Need Attention,,,,
12955,4734.26,183,08-12-2011,09-12-2011,1,9,8,10,27,9,Top Customer,,,,
12956,108.07,19,06-02-2011,09-12-2011,306,0,2,1,3,0,immediate Attention,,,,
12957,3979.04,244,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
12962,266.39,16,02-12-2011,09-12-2011,7,2,2,9,13,4,At Risk/ Need Attention,,,,
12963,1841.03,96,01-12-2011,09-12-2011,8,7,7,9,23,8,Top Customer,,,,
12965,771.91,109,11-09-2011,09-12-2011,89,5,7,4,16,5,Loyal customer,,,,
12966,160.18,10,30-11-2011,09-12-2011,9,1,1,9,11,3,At Risk/ Need Attention,,,,
12967,1194.75,33,06-12-2011,09-12-2011,3,6,4,10,20,7,Loyal customer,,,,
12968,135.95,5,19-08-2011,09-12-2011,112,0,0,3,3,0,immediate Attention,,,,
12970,452.24,151,02-12-2011,09-12-2011,7,3,8,9,20,7,Loyal customer,,,,
12971,10930.26,308,06-12-2011,09-12-2011,3,9,9,10,28,9,Top Customer,,,,
12974,144.8,8,26-05-2011,09-12-2011,197,0,1,2,3,0,immediate Attention,,,,
12976,738.6,22,12-05-2011,09-12-2011,211,5,3,2,10,3,At Risk/ Need Attention,,,,
12977,39.24,9,06-07-2011,09-12-2011,156,0,1,3,4,0,immediate Attention,,,,
12980,7092.06,24,07-07-2011,09-12-2011,155,9,3,3,15,5,Loyal customer,,,,
12981,372.22,20,10-11-2011,09-12-2011,29,3,2,7,12,3,At Risk/ Need Attention,,,,
12982,377.2,34,14-04-2011,09-12-2011,239,3,4,2,9,2,At Risk/ Need Attention,,,,
12984,97.5,4,21-11-2011,09-12-2011,18,0,0,8,8,2,At Risk/ Need Attention,,,,
12985,1215.62,78,09-12-2011,09-12-2011,0,6,6,10,22,7,Loyal customer,,,,
12987,545,30,27-09-2011,09-12-2011,73,4,4,4,12,3,At Risk/ Need Attention,,,,
12988,535.32,92,20-02-2011,09-12-2011,292,4,7,1,12,3,At Risk/ Need Attention,,,,
12989,6854.51,68,06-12-2011,09-12-2011,3,9,6,10,25,8,Top Customer,,,,
12990,409.5,13,08-11-2011,09-12-2011,31,3,1,7,11,3,At Risk/ Need Attention,,,,
12991,503.76,31,16-11-2011,09-12-2011,23,4,4,7,15,5,Loyal customer,,,,
12993,414.76,27,16-11-2011,09-12-2011,23,3,3,7,13,4,At Risk/ Need Attention,,,,
12994,902.22,73,05-12-2011,09-12-2011,4,5,6,10,21,7,Loyal customer,,,,
12995,200.72,5,23-09-2011,09-12-2011,77,1,0,4,5,0,immediate Attention,,,,
12997,1197.94,67,17-11-2011,09-12-2011,22,6,6,7,19,6,Loyal customer,,,,
12999,455.88,28,27-05-2011,09-12-2011,196,3,3,2,8,2,At Risk/ Need Attention,,,,
13000,534.85,31,25-08-2011,09-12-2011,106,4,4,4,12,3,At Risk/ Need Attention,,,,
13001,9797.92,342,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
13002,120.95,7,25-01-2011,09-12-2011,318,0,0,1,1,0,immediate Attention,,,,
13003,149.05,6,26-08-2011,09-12-2011,105,1,0,4,5,0,immediate Attention,,,,
13004,5613.43,409,28-11-2011,09-12-2011,11,9,9,9,27,9,Top Customer,,,,
13005,468.95,29,19-06-2011,09-12-2011,173,4,3,3,10,3,At Risk/ Need Attention,,,,
13006,81.57,4,14-10-2011,09-12-2011,56,0,0,5,5,0,immediate Attention,,,,
13008,178.47,15,20-01-2011,09-12-2011,323,1,2,1,4,0,immediate Attention,,,,
13011,50.55,3,02-12-2010,09-12-2011,372,0,0,1,1,0,immediate Attention,,,,
13012,1311.62,107,30-11-2011,09-12-2011,9,6,7,9,22,7,Loyal customer,,,,
13013,4786.99,222,08-12-2011,09-12-2011,1,9,9,10,28,9,Top Customer,,,,
13014,3365.43,124,07-12-2011,09-12-2011,2,8,7,10,25,8,Top Customer,,,,
13015,3346.28,176,17-10-2011,09-12-2011,53,8,8,5,21,7,Loyal customer,,,,
13016,789.89,47,27-09-2011,09-12-2011,73,5,5,4,14,4,At Risk/ Need Attention,,,,
13017,204,1,02-12-2011,09-12-2011,7,1,0,9,10,3,At Risk/ Need Attention,,,,
13018,7272.75,459,23-11-2011,09-12-2011,16,9,9,8,26,9,Top Customer,,,,
13021,2584.4,134,05-12-2011,09-12-2011,4,8,8,10,26,9,Top Customer,,,,
13023,689.9,40,06-10-2011,09-12-2011,64,5,4,5,14,4,At Risk/ Need Attention,,,,
13026,936.15,43,08-12-2011,09-12-2011,1,6,5,10,21,7,Loyal customer,,,,
13027,6912,26,18-08-2011,09-12-2011,113,9,3,3,15,5,Loyal customer,,,,
13028,659.68,47,17-11-2011,09-12-2011,22,5,5,7,17,5,Loyal customer,,,,
13029,1247.5,10,09-11-2011,09-12-2011,30,6,1,7,14,4,At Risk/ Need Attention,,,,
13030,799.48,99,28-11-2011,09-12-2011,11,5,7,9,21,7,Loyal customer,,,,
13032,996.52,75,01-11-2011,09-12-2011,38,6,6,6,18,6,Loyal customer,,,,
13033,190.55,11,17-12-2010,09-12-2011,357,1,1,1,3,0,immediate Attention,,,,
13034,642.77,37,16-10-2011,09-12-2011,54,4,4,5,13,4,At Risk/ Need Attention,,,,
13035,886.63,30,13-10-2011,09-12-2011,57,5,4,5,14,4,At Risk/ Need Attention,,,,
13037,881.07,48,24-07-2011,09-12-2011,138,5,5,3,13,4,At Risk/ Need Attention,,,,
13038,908.46,28,20-09-2011,09-12-2011,80,5,3,4,12,3,At Risk/ Need Attention,,,,
13040,676.99,43,01-12-2011,09-12-2011,8,5,5,9,19,6,Loyal customer,,,,
13043,471.57,14,31-03-2011,09-12-2011,253,4,1,2,7,1,At Risk/ Need Attention,,,,
13044,560.47,33,21-02-2011,09-12-2011,291,4,4,1,9,2,At Risk/ Need Attention,,,,
13045,305.28,18,01-09-2011,09-12-2011,99,2,2,4,8,2,At Risk/ Need Attention,,,,
13046,629.31,35,09-11-2011,09-12-2011,30,4,4,7,15,5,Loyal customer,,,,
13047,3079.1,196,08-11-2011,09-12-2011,31,8,8,7,23,8,Top Customer,,,,
13048,1805.91,137,25-11-2011,09-12-2011,14,7,8,8,23,8,Top Customer,,,,
13049,656.68,14,06-10-2011,09-12-2011,64,5,1,5,11,3,At Risk/ Need Attention,,,,
13050,5684.61,422,30-11-2011,09-12-2011,9,9,9,9,27,9,Top Customer,,,,
13052,348.15,18,11-05-2011,09-12-2011,212,3,2,2,7,1,At Risk/ Need Attention,,,,
13055,1201.96,78,06-10-2011,09-12-2011,64,6,6,5,17,5,Loyal customer,,,,
13058,271.4,8,15-11-2011,09-12-2011,24,2,1,7,10,3,At Risk/ Need Attention,,,,
13059,183.4,8,04-04-2011,09-12-2011,249,1,1,2,4,0,immediate Attention,,,,
13060,307.53,15,31-03-2011,09-12-2011,253,2,2,2,6,1,At Risk/ Need Attention,,,,
13061,248.61,10,28-09-2011,09-12-2011,72,2,1,4,7,1,At Risk/ Need Attention,,,,
13062,346.98,11,01-06-2011,09-12-2011,191,3,1,2,6,1,At Risk/ Need Attention,,,,
13064,1119.49,69,27-11-2011,09-12-2011,12,6,6,8,20,7,Loyal customer,,,,
13065,205.86,14,01-12-2010,09-12-2011,373,1,1,1,3,0,immediate Attention,,,,
13066,430.9,49,15-11-2011,09-12-2011,24,3,5,7,15,5,Loyal customer,,,,
13067,115.46,15,18-09-2011,09-12-2011,82,0,2,4,6,1,At Risk/ Need Attention,,,,
13068,344,2,29-11-2011,09-12-2011,10,3,0,9,12,3,At Risk/ Need Attention,,,,
13069,3717.82,470,09-12-2011,09-12-2011,0,9,9,10,28,9,Top Customer,,,,
13070,228.8,9,31-05-2011,09-12-2011,192,1,1,2,4,0,immediate Attention,,,,
13072,177.15,7,18-03-2011,09-12-2011,266,1,0,1,2,0,immediate Attention,,,,
13075,919.61,22,02-08-2011,09-12-2011,129,6,3,3,12,3,At Risk/ Need Attention,,,,
13077,729.27,112,08-12-2011,09-12-2011,1,5,7,10,22,7,Loyal customer,,,,
13078,12432.28,380,08-12-2011,09-12-2011,1,9,9,10,28,9,Top Customer,,,,
13079,220.1,6,05-12-2011,09-12-2011,4,1,0,10,11,3,At Risk/ Need Attention,,,,
13080,58.08,6,13-06-2011,09-12-2011,179,0,0,2,2,0,immediate Attention,,,,
13081,27964.48,1061,08-12-2011,09-12-2011,1,9,9,10,28,9,Top Customer,,,,
13082,3595.48,75,05-08-2011,09-12-2011,126,9,6,3,18,6,Loyal customer,,,,
13083,303.75,18,05-12-2011,09-12-2011,4,2,2,10,14,4,At Risk/ Need Attention,,,,
13085,272.38,29,05-07-2011,09-12-2011,157,2,3,3,8,2,At Risk/ Need Attention,,,,
13089,57385.88,1857,07-12-2011,09-12-2011,2,9,9,10,28,9,Top Customer,,,,
13090,8689.39,161,01-12-2011,09-12-2011,8,9,8,9,26,9,Top Customer,,,,
13091,319.82,24,18-11-2011,09-12-2011,21,2,3,8,13,4,At Risk/ Need Attention,,,,
13092,459.83,26,30-09-2011,09-12-2011,70,3,3,5,11,3,At Risk/ Need Attention,,,,
13093,7741.47,170,17-03-2011,09-12-2011,267,9,8,1,18,6,Loyal customer,,,,
